,layer,pos,prob
0,0,0,0.0019038388272747397
1,0,1,0.006207272410392761
2,0,2,0.002452367916703224
3,0,3,0.006022672168910503
4,0,4,0.005255135241895914
5,0,5,0.005329214967787266
6,0,6,0.004647363442927599
7,0,7,0.00515728397294879
8,1,0,0.0017601472791284323
9,1,1,0.006582628004252911
10,1,2,0.0025215386413037777
11,1,3,0.006513319909572601
12,1,4,0.0052574798464775085
13,1,5,0.005387936253100634
14,1,6,0.0048332554288208485
15,1,7,0.005157914943993092
16,2,0,0.0017545605078339577
17,2,1,0.005108674522489309
18,2,2,0.001988989068195224
19,2,3,0.006821083836257458
20,2,4,0.005129765719175339
21,2,5,0.0052117654122412205
22,2,6,0.004857465624809265
23,2,7,0.005013203248381615
24,3,0,0.0017552525969222188
25,3,1,0.0058129108510911465
26,3,2,0.0017008907161653042
27,3,3,0.007302883081138134
28,3,4,0.005075037945061922
29,3,5,0.0048881093971431255
30,3,6,0.004996707197278738
31,3,7,0.005006910301744938
32,4,0,0.001758138183504343
33,4,1,0.005774049554020166
34,4,2,0.0017724486533552408
35,4,3,0.007109767757356167
36,4,4,0.005091043654829264
37,4,5,0.0048916954547166824
38,4,6,0.005063293967396021
39,4,7,0.004952938295900822
40,5,0,0.0017582676373422146
41,5,1,0.005890176631510258
42,5,2,0.0012101685861125588
43,5,3,0.007315108086913824
44,5,4,0.005189965944737196
45,5,5,0.004889143630862236
46,5,6,0.00504080718383193
47,5,7,0.004752608481794596
48,6,0,0.0018618018366396427
49,6,1,0.006043232511729002
50,6,2,0.0017011524178087711
51,6,3,0.007463067304342985
52,6,4,0.005341846030205488
53,6,5,0.004387736786156893
54,6,6,0.004936577286571264
55,6,7,0.0046973442658782005
56,7,0,0.00212702970020473
57,7,1,0.006477508693933487
58,7,2,0.0005164234898984432
59,7,3,0.007079161237925291
60,7,4,0.0054035191424191
61,7,5,0.004789352882653475
62,7,6,0.0050788382068276405
63,7,7,0.004714436829090118
64,8,0,0.0030404378194361925
65,8,1,0.0030949434731155634
66,8,2,0.0021585063077509403
67,8,3,0.00682259164750576
68,8,4,0.005500610917806625
69,8,5,0.004676251206547022
70,8,6,0.005193815100938082
71,8,7,0.004688657354563475
72,9,0,0.005453589837998152
73,9,1,0.0018034097738564014
74,9,2,0.0024356103967875242
75,9,3,0.006971626542508602
76,9,4,0.005493960343301296
77,9,5,0.0046888235956430435
78,9,6,0.0053467946127057076
79,9,7,0.004677094053477049
80,10,0,0.004790222737938166
81,10,1,0.003704741131514311
82,10,2,0.0030604784842580557
83,10,3,0.007914395071566105
84,10,4,0.005342470016330481
85,10,5,0.004886718466877937
86,10,6,0.005448373034596443
87,10,7,0.004945832770317793
88,11,0,0.005087100900709629
89,11,1,0.005387796554714441
90,11,2,0.005464709363877773
91,11,3,0.007489100564271212
92,11,4,0.005191846285015345
93,11,5,0.004898919723927975
94,11,6,0.005251165013760328
95,11,7,0.004831988364458084
96,12,0,0.0052999104373157024
97,12,1,0.003342560026794672
98,12,2,0.007677306886762381
99,12,3,0.01016255933791399
100,12,4,0.005293093156069517
101,12,5,0.005163727328181267
102,12,6,0.004955004900693893
103,12,7,0.004805033095180988
104,13,0,0.005280813202261925
