,layer,pos,prob
0,0,0,0.003250414738431573
1,0,1,0.5365695357322693
2,0,2,0.0023882698733359575
3,0,3,0.0012238044291734695
4,1,0,0.0034695935901254416
5,1,1,0.5022339224815369
6,1,2,0.0026190828066319227
7,1,3,0.0012446179753169417
8,2,0,0.0036815698258578777
9,2,1,0.4726777970790863
10,2,2,0.00305793690495193
11,2,3,0.0012716033961623907
12,3,0,0.0036650917027145624
13,3,1,0.4474955201148987
14,3,2,0.002601807937026024
15,3,3,0.0012222853256389499
16,4,0,0.003662306582555175
17,4,1,0.42530229687690735
18,4,2,0.0027103328611701727
19,4,3,0.0011829468421638012
20,5,0,0.003661761526018381
21,5,1,0.39318951964378357
22,5,2,0.00262971012853086
23,5,3,0.001043353695422411
24,6,0,0.000804233830422163
25,6,1,0.04206589236855507
26,6,2,0.002570443321019411
27,6,3,0.0009154467843472958
28,7,0,0.0011539580300450325
29,7,1,0.10655079782009125
30,7,2,0.0019845678471028805
31,7,3,0.0007991656311787665
32,8,0,0.001237842720001936
33,8,1,0.0012724733678624034
34,8,2,0.0015579735627397895
35,8,3,0.0007436163141392171
36,9,0,0.0004325407790020108
37,9,1,0.0018628258258104324
38,9,2,0.001244153711013496
39,9,3,0.0007218946702778339
40,10,0,0.0030545599292963743
41,10,1,0.11111157387495041
42,10,2,0.0014025255804881454
43,10,3,0.0006926344940438867
44,11,0,0.0005238603334873915
45,11,1,0.1707485318183899
46,11,2,0.0009103792835958302
47,11,3,0.0006103474297560751
48,12,0,0.0010051815770566463
49,12,1,0.13090364634990692
50,12,2,0.000681776728015393
51,12,3,0.0005253317067399621
52,13,0,0.0008517128881067038
53,13,1,0.13297228515148163
54,13,2,0.0010024973889812827
55,13,3,0.0007053457084111869
56,14,0,0.0009685826953500509
57,14,1,0.08944527804851532
58,14,2,0.001332907355390489
59,14,3,0.0007933295564725995
60,15,0,0.0009775948710739613
61,15,1,0.1041010320186615
62,15,2,0.0025953464210033417
63,15,3,0.0011105446610599756
64,16,0,0.0010090002324432135
65,16,1,0.0998091921210289
66,16,2,0.002349959220737219
67,16,3,0.001158103346824646
68,17,0,0.0010145721025764942
69,17,1,0.06603265553712845
70,17,2,0.0025337778497487307
71,17,3,0.00113618781324476
72,18,0,0.001016487367451191
73,18,1,0.1418883502483368
74,18,2,0.003963812254369259
75,18,3,0.001570505672134459
76,19,0,0.001014011912047863
77,19,1,0.12848186492919922
78,19,2,0.0023243280593305826
79,19,3,0.0013037616154178977
80,20,0,0.0010125510161742568
81,20,1,0.0403592512011528
82,20,2,0.0013461571652442217
83,20,3,0.0009486566414125264
84,21,0,0.0010064950911328197
85,21,1,0.031886469572782516
86,21,2,0.00142620166298002
87,21,3,0.0010298729175701737
88,22,0,0.001007404294796288
89,22,1,0.021637819707393646
90,22,2,0.002408091677352786
91,22,3,0.0016142814420163631
92,23,0,0.0010050554992631078
93,23,1,0.0227750726044178
94,23,2,0.0015972998226061463
95,23,3,0.0015018654521554708
96,24,0,0.001000883523374796
97,24,1,0.019122956320643425
98,24,2,0.0016523321392014623
99,24,3,0.0017443493707105517
100,25,0,0.0010013873688876629
101,25,1,0.00741036981344223
102,25,2,0.0009995249565690756
103,25,3,0.0016394982812926173
104,26,0,0.0009989349637180567
105,26,1,0.00331077235750854
106,26,2,0.0015761199174448848
107,26,3,0.0018339005764573812
108,27,0,0.000998769886791706
109,27,1,0.002477268222719431
110,27,2,0.001341272727586329
111,27,3,0.002961462829262018
112,28,0,0.0009975474094972014
113,28,1,0.001924702781252563
114,28,2,0.0013131872983649373
115,28,3,0.0028267563320696354
116,29,0,0.0009971045656129718
117,29,1,0.0019402580801397562
118,29,2,0.00203720829449594
119,29,3,0.005654909182339907
120,30,0,0.000997625757008791
121,30,1,0.0015790278557687998
122,30,2,0.00232413737103343
123,30,3,0.008274405263364315
124,31,0,0.0009970235405489802
125,31,1,0.0016896487213671207
126,31,2,0.0022047755774110556
127,31,3,0.017545606940984726
128,32,0,0.0009952574037015438
129,32,1,0.0015868302434682846
130,32,2,0.0019568162970244884
131,32,3,0.019561374559998512
132,33,0,0.0009948904626071453
133,33,1,0.0013492610305547714
134,33,2,0.0017894678749144077
135,33,3,0.022361963987350464
136,34,0,0.0009951629908755422
137,34,1,0.0011470835888758302
138,34,2,0.0014493375783786178
139,34,3,0.026860518380999565
140,35,0,0.0009953585686162114
141,35,1,0.0010545963887125254
142,35,2,0.001397682586684823
143,35,3,0.02389920875430107
144,36,0,0.000995968235656619
145,36,1,0.00104745093267411
146,36,2,0.0012825248995795846
147,36,3,0.02086894027888775
148,37,0,0.00099486846011132
149,37,1,0.000994165544398129
150,37,2,0.0011957967653870583
151,37,3,0.02289283275604248
152,38,0,0.000995187321677804
153,38,1,0.0009969236562028527
154,38,2,0.0011779266642406583
155,38,3,0.021862538531422615
156,39,0,0.0009973678970709443
157,39,1,0.000976770301349461
158,39,2,0.0011268537491559982
159,39,3,0.020007705315947533
160,40,0,0.0009975605644285679
161,40,1,0.000973554328083992
162,40,2,0.0011342865182086825
163,40,3,0.019345352426171303
164,41,0,0.0010035616578534245
165,41,1,0.0009880680590867996
166,41,2,0.001093643601052463
167,41,3,0.010524231940507889
168,42,0,0.0010102761443704367
169,42,1,0.0009752901387400925
170,42,2,0.001078804605640471
171,42,3,0.0021649214904755354
172,43,0,0.0010102654341608286
173,43,1,0.0009829699993133545
174,43,2,0.001060144742950797
175,43,3,0.0007561761885881424
176,44,0,0.00101051467936486
177,44,1,0.0009844287997111678
178,44,2,0.0010535026667639613
179,44,3,0.0006155282608233392
180,45,0,0.0010107062989845872
181,45,1,0.0009899423457682133
182,45,2,0.0010256718378514051
183,45,3,0.00048510765191167593
184,46,0,0.0010106228291988373
185,46,1,0.000995422713458538
186,46,2,0.0010382644832134247
187,46,3,0.0005316199967637658
188,47,0,0.0010109595023095608
189,47,1,0.0009940218878909945
190,47,2,0.00102989561855793
191,47,3,0.0003871629305649549
