,layer,pos,prob
191,27,2,4.253569932188839e-05
192,27,3,3.783444481086917e-05
193,27,4,5.307602623361163e-05
194,27,5,2.9575234293588437e-05
195,27,6,8.515694935340434e-05
196,28,0,3.7710826291004196e-05
197,28,1,2.7390604373067617e-05
198,28,2,4.275458195479587e-05
199,28,3,3.739453313755803e-05
200,28,4,5.041310578235425e-05
201,28,5,3.464069959591143e-05
202,28,6,0.00013781894813291728
203,29,0,3.770114199141972e-05
204,29,1,2.8273787393118255e-05
205,29,2,4.083157909917645e-05
206,29,3,3.7618949136231095e-05
207,29,4,6.005290197208524e-05
208,29,5,3.5169749025953934e-05
209,29,6,0.00013461413618642837
210,30,0,3.7683181290049106e-05
211,30,1,3.0021405109437183e-05
212,30,2,3.9155343984020874e-05
213,30,3,3.698500950122252e-05
214,30,4,4.50685438408982e-05
215,30,5,3.507324800011702e-05
216,30,6,0.0001698237902019173
217,31,0,3.766503505175933e-05
218,31,1,2.8114467568229884e-05
219,31,2,3.810954513028264e-05
220,31,3,3.6272893339628354e-05
221,31,4,4.1625946323620155e-05
222,31,5,3.819501944235526e-05
223,31,6,0.0002577900013420731
224,32,0,3.766438749153167e-05
225,32,1,2.969831257360056e-05
226,32,2,3.9018970710458234e-05
227,32,3,3.657833440229297e-05
228,32,4,4.190102845313959e-05
229,32,5,4.065416942466982e-05
230,32,6,0.0005929862381890416
231,33,0,3.768197348108515e-05
232,33,1,2.9603821531054564e-05
233,33,2,3.7965011870255694e-05
234,33,3,3.613740045693703e-05
235,33,4,4.057474507135339e-05
236,33,5,4.011920827906579e-05
237,33,6,0.0007765413611195982
238,34,0,3.767372254515067e-05
239,34,1,3.090639802394435e-05
240,34,2,3.9083828596631065e-05
241,34,3,3.690965968417004e-05
242,34,4,3.5998495150124654e-05
243,34,5,4.05804967158474e-05
244,34,6,0.001188281923532486
245,35,0,3.7639802030753344e-05
246,35,1,3.297079456388019e-05
247,35,2,4.012837234768085e-05
248,35,3,3.6646961234509945e-05
249,35,4,3.5768545785686e-05
250,35,5,4.485639146878384e-05
251,35,6,0.0014512066263705492
252,36,0,3.761252446565777e-05
253,36,1,3.300925163784996e-05
254,36,2,4.016560342279263e-05
255,36,3,3.71731621271465e-05
256,36,4,3.578543328330852e-05
257,36,5,4.413106944411993e-05
258,36,6,0.003911504987627268
259,37,0,3.7605801480822265e-05
260,37,1,3.496190038276836e-05
261,37,2,4.001382694696076e-05
262,37,3,3.726406066562049e-05
263,37,4,3.644721073214896e-05
264,37,5,4.554135011858307e-05
265,37,6,0.004396549426019192
266,38,0,3.7594294553855434e-05
267,38,1,3.585464946809225e-05
268,38,2,3.840174758806825e-05
269,38,3,3.731119431904517e-05
270,38,4,3.541924161254428e-05
271,38,5,4.1990384488599375e-05
272,38,6,0.002444611629471183
273,39,0,3.758396997000091e-05
274,39,1,3.482348984107375e-05
275,39,2,3.769324757740833e-05
276,39,3,3.7376768887043e-05
277,39,4,3.636800465756096e-05
278,39,5,4.20010692323558e-05
279,39,6,0.0012337348889559507
280,40,0,3.755322177312337e-05
281,40,1,3.458206992945634e-05
282,40,2,3.846569961751811e-05
283,40,3,3.7959107430651784e-05
284,40,4,3.6742603697348386e-05
285,40,5,4.182471093372442e-05
286,40,6,0.0008214171975851059
287,41,0,3.744668356375769e-05
288,41,1,3.444299363764003e-05
289,41,2,3.851168366963975e-05
290,41,3,3.776908852159977e-05
291,41,4,3.6008037568535656e-05
292,41,5,4.1225710447179154e-05
293,41,6,0.000353393261320889
294,42,0,3.802968785748817e-05
295,42,1,3.476888741715811e-05
296,42,2,3.780420229304582e-05
297,42,3,3.823195947916247e-05
298,42,4,3.721434040926397e-05
299,42,5,4.074321986990981e-05
300,42,6,0.0001514059549663216
301,43,0,3.802698847721331e-05
302,43,1,3.485673005343415e-05
303,43,2,3.856612238450907e-05
304,43,3,3.8005440728738904e-05
305,43,4,3.78172735508997e-05
306,43,5,4.0710110624786466e-05
307,43,6,8.713278657523915e-05
308,44,0,3.803027357207611e-05
309,44,1,3.627874320955016e-05
310,44,2,3.8338617741828784e-05
311,44,3,3.817512697423808e-05
312,44,4,3.8370741094695404e-05
313,44,5,4.025362432003021e-05
314,44,6,6.258035136852413e-05
315,45,0,3.8035148463677615e-05
316,45,1,3.619293056544848e-05
317,45,2,3.842188016278669e-05
318,45,3,3.796600503847003e-05
319,45,4,3.845648097922094e-05
320,45,5,3.9712293073534966e-05
321,45,6,4.905867899651639e-05
322,46,0,3.803476283792406e-05
323,46,1,3.6593446566257626e-05
324,46,2,3.845237006316893e-05
325,46,3,3.767711314139888e-05
326,46,4,3.844513776130043e-05
327,46,5,3.779266626224853e-05
328,46,6,1.9616283680079505e-05
329,47,0,3.8027294067433104e-05
330,47,1,3.644663593149744e-05
331,47,2,3.760634353966452e-05
332,47,3,3.7540768971666694e-05
333,47,4,3.839671262539923e-05
334,47,5,3.7399626307887957e-05
335,47,6,1.3477012544171885e-05
