,layer,pos,prob
0,0,0,0.017120441421866417
1,0,1,0.026620827615261078
2,0,2,0.030329635366797447
3,0,3,0.026831049472093582
4,0,4,0.02442733570933342
5,0,5,0.025438493117690086
6,0,6,0.025293488055467606
7,1,0,0.0171428881585598
8,1,1,0.022419024258852005
9,1,2,0.02445913478732109
10,1,3,0.026912428438663483
11,1,4,0.024107595905661583
12,1,5,0.02551146224141121
13,1,6,0.02651720494031906
14,2,0,0.01735830307006836
15,2,1,0.02520737797021866
16,2,2,0.027224674820899963
17,2,3,0.02604239247739315
18,2,4,0.024228155612945557
19,2,5,0.025637906044721603
20,2,6,0.0265151746571064
21,3,0,0.017639435827732086
22,3,1,0.024139313027262688
23,3,2,0.030590882524847984
24,3,3,0.026304271072149277
25,3,4,0.024224990978837013
26,3,5,0.025655152276158333
27,3,6,0.02578837238252163
28,4,0,0.01766074262559414
29,4,1,0.023890245705842972
30,4,2,0.0326312892138958
31,4,3,0.026646018028259277
32,4,4,0.02428961731493473
33,4,5,0.02566598914563656
34,4,6,0.02574673667550087
35,5,0,0.017667287960648537
36,5,1,0.024318194016814232
37,5,2,0.029224634170532227
38,5,3,0.027072129771113396
39,5,4,0.024217866361141205
40,5,5,0.025751814246177673
41,5,6,0.025294020771980286
42,6,0,0.02374441549181938
43,6,1,0.01905505359172821
44,6,2,0.028430279344320297
45,6,3,0.026404762640595436
46,6,4,0.024692753329873085
47,6,5,0.025663526728749275
48,6,6,0.026125747710466385
49,7,0,0.02972838655114174
50,7,1,0.01076225284487009
51,7,2,0.03324093297123909
52,7,3,0.02162599191069603
53,7,4,0.02500753290951252
54,7,5,0.025362307205796242
55,7,6,0.025854017585515976
56,8,0,0.024815818294882774
57,8,1,0.011006562039256096
58,8,2,0.04225851595401764
59,8,3,0.031463783234357834
60,8,4,0.02510661631822586
61,8,5,0.02554871328175068
62,8,6,0.025567676872015
63,9,0,0.026045361533761024
64,9,1,0.016894878819584846
65,9,2,0.034251868724823
66,9,3,0.042601171880960464
67,9,4,0.025807447731494904
68,9,5,0.025890067219734192
69,9,6,0.025421027094125748
70,10,0,0.023281540721654892
71,10,1,0.019634027034044266
72,10,2,0.02806892804801464
73,10,3,0.02828647941350937
74,10,4,0.025853753089904785
75,10,5,0.026005636900663376
76,10,6,0.02548239380121231
77,11,0,0.02541985549032688
78,11,1,0.0227456483989954
79,11,2,0.02983580157160759
80,11,3,0.029286358505487442
81,11,4,0.02710861898958683
82,11,5,0.025902727618813515
83,11,6,0.024031005799770355
84,12,0,0.026182113215327263
85,12,1,0.024457765743136406
86,12,2,0.029732339084148407
87,12,3,0.03154795244336128
88,12,4,0.029652800410985947
89,12,5,0.026099566370248795
90,12,6,0.023867789655923843
91,13,0,0.02611180953681469
92,13,1,0.025250446051359177
93,13,2,0.026545746251940727
94,13,3,0.02855967916548252
95,13,4,0.03042161650955677
96,13,5,0.02667083404958248
97,13,6,0.026040876284241676
98,14,0,0.02615131065249443
99,14,1,0.024723617359995842
100,14,2,0.0248477291315794
101,14,3,0.0266005489975214
102,14,4,0.030751602724194527
103,14,5,0.027709342539310455
104,14,6,0.027018792927265167
105,15,0,0.02615804225206375
106,15,1,0.025215303525328636
107,15,2,0.02506047673523426
108,15,3,0.026832029223442078
109,15,4,0.030626270920038223
110,15,5,0.028257545083761215
111,15,6,0.028188379481434822
112,16,0,0.026152053847908974
113,16,1,0.02580408751964569
114,16,2,0.026581820100545883
115,16,3,0.02802945487201214
116,16,4,0.031399451196193695
117,16,5,0.028685884550213814
118,16,6,0.02834184467792511
119,17,0,0.026152336969971657
120,17,1,0.025404877960681915
121,17,2,0.02569911628961563
122,17,3,0.02755003049969673
123,17,4,0.033282287418842316
124,17,5,0.029855962842702866
125,17,6,0.03076489455997944
126,18,0,0.026156701147556305
127,18,1,0.025178609415888786
128,18,2,0.02676827646791935
129,18,3,0.027216363698244095
130,18,4,0.032761767506599426
131,18,5,0.030094709247350693
132,18,6,0.033592984080314636
133,19,0,0.026159590110182762
134,19,1,0.025601539760828018
135,19,2,0.026562919840216637
136,19,3,0.02619933895766735
137,19,4,0.0329912044107914
138,19,5,0.03023436665534973
139,19,6,0.035044487565755844
140,20,0,0.02616446278989315
141,20,1,0.026042582467198372
142,20,2,0.02672717161476612
143,20,3,0.026765022426843643
144,20,4,0.034141238778829575
145,20,5,0.03142489865422249
146,20,6,0.052138473838567734
147,21,0,0.02616952732205391
148,21,1,0.025792231783270836
149,21,2,0.027635902166366577
150,21,3,0.02728266641497612
151,21,4,0.03419971093535423
152,21,5,0.031429391354322433
153,21,6,0.053994327783584595
154,22,0,0.026167461648583412
155,22,1,0.025733817368745804
156,22,2,0.02662336640059948
157,22,3,0.027263909578323364
158,22,4,0.032305970788002014
159,22,5,0.03146086260676384
160,22,6,0.0641486868262291
161,23,0,0.026166658848524094
162,23,1,0.02608712948858738
163,23,2,0.027036922052502632
164,23,3,0.026944927871227264
165,23,4,0.028543539345264435
166,23,5,0.02959492988884449
167,23,6,0.06995736062526703
168,24,0,0.02618015557527542
169,24,1,0.0266058798879385
170,24,2,0.027213921770453453
171,24,3,0.02734285406768322
172,24,4,0.027939049527049065
173,24,5,0.029116496443748474
174,24,6,0.0797661766409874
175,25,0,0.026183033362030983
176,25,1,0.026777246966958046
177,25,2,0.026541121304035187
178,25,3,0.03913836553692818
179,25,4,0.03179621696472168
180,25,5,0.036208946257829666
181,25,6,0.23839394748210907
182,26,0,0.026169374585151672
183,26,1,0.02694115974009037
184,26,2,0.02648196928203106
185,26,3,0.05209362506866455
186,26,4,0.03271067887544632
187,26,5,0.04064972698688507
188,26,6,0.368086040019989
189,27,0,0.026170577853918076
190,27,1,0.026828143745660782
191,27,2,0.02603522688150406
192,27,3,0.05220700427889824
193,27,4,0.03279227763414383
194,27,5,0.04213473200798035
195,27,6,0.5505805015563965
196,28,0,0.026170453056693077
197,28,1,0.02699541300535202
198,28,2,0.026265764608979225
199,28,3,0.04339074343442917
200,28,4,0.033252980560064316
201,28,5,0.04321225732564926
202,28,6,0.5133624076843262
203,29,0,0.02617519162595272
204,29,1,0.026882445439696312
205,29,2,0.02608533203601837
206,29,3,0.04680994153022766
207,29,4,0.034062210470438004
208,29,5,0.046105675399303436
209,29,6,0.5987244844436646
210,30,0,0.026178348809480667
211,30,1,0.026363734155893326
