,layer,pos,prob
0,0,0,0.004672274459153414
1,0,1,0.007146158255636692
2,0,2,0.002873249351978302
3,0,3,0.004546033218502998
4,0,4,0.005173975136131048
5,0,5,0.005897775292396545
6,0,6,0.004728596657514572
7,0,7,0.00513458251953125
8,1,0,0.0044076889753341675
9,1,1,0.007237029727548361
10,1,2,0.002792161190882325
11,1,3,0.0046236650086939335
12,1,4,0.005284695886075497
13,1,5,0.006029588170349598
14,1,6,0.004757756367325783
15,1,7,0.005128899589180946
16,2,0,0.004412664100527763
17,2,1,0.007718682289123535
18,2,2,0.0028479858301579952
19,2,3,0.004770615603774786
20,2,4,0.005346756894141436
21,2,5,0.005927064456045628
22,2,6,0.004911783151328564
23,2,7,0.005020487122237682
24,3,0,0.004372378811240196
25,3,1,0.007522253785282373
26,3,2,0.003109933575615287
27,3,3,0.004549935460090637
28,3,4,0.005305090919137001
29,3,5,0.005444216541945934
30,3,6,0.005124224349856377
31,3,7,0.004892995581030846
32,4,0,0.0043704030103981495
33,4,1,0.007081798743456602
34,4,2,0.0030724690295755863
35,4,3,0.004651718307286501
36,4,4,0.005381526425480843
37,4,5,0.0055588423274457455
38,4,6,0.0050017149187624454
39,4,7,0.004605054389685392
40,5,0,0.0043691545724868774
41,5,1,0.006579109933227301
42,5,2,0.0030481256544589996
43,5,3,0.004721525590866804
44,5,4,0.005235766526311636
45,5,5,0.005463374312967062
46,5,6,0.004849587567150593
47,5,7,0.004795577842742205
48,6,0,0.003251297865062952
49,6,1,0.008913397789001465
50,6,2,0.004151243716478348
51,6,3,0.004232324194163084
52,6,4,0.004933177027851343
53,6,5,0.005163788329809904
54,6,6,0.005304403603076935
55,6,7,0.004520196467638016
56,7,0,0.005087826866656542
57,7,1,0.0029507188592106104
58,7,2,0.007336834911257029
59,7,3,0.004622718319296837
60,7,4,0.004696261137723923
61,7,5,0.005068575497716665
62,7,6,0.00507573364302516
63,7,7,0.004122437443584204
64,8,0,0.005037728231400251
65,8,1,0.006763326935470104
66,8,2,0.023043399676680565
67,8,3,0.005049122963100672
68,8,4,0.004884632769972086
69,8,5,0.004982248414307833
70,8,6,0.005527367349714041
71,8,7,0.004122869111597538
72,9,0,0.00556199811398983
73,9,1,0.0039603691548109055
74,9,2,0.03053182363510132
75,9,3,0.005130908451974392
76,9,4,0.004794789012521505
77,9,5,0.004812749568372965
78,9,6,0.005609189160168171
79,9,7,0.004388425499200821
80,10,0,0.006166199687868357
81,10,1,0.002994581824168563
82,10,2,0.012105444446206093
83,10,3,0.005394080653786659
84,10,4,0.0047828201204538345
85,10,5,0.005111327860504389
86,10,6,0.005848289933055639
87,10,7,0.004934070631861687
88,11,0,0.004453045781701803
89,11,1,0.002529623219743371
90,11,2,0.16455745697021484
91,11,3,0.005764910019934177
