,layer,pos,prob
0,0,0,0.0036445721052587032
1,0,1,0.006077785510569811
2,0,2,0.0028425604104995728
3,0,3,0.005128883756697178
4,0,4,0.005174319725483656
5,0,5,0.005812614690512419
6,0,6,0.005303516052663326
7,0,7,0.005351456813514233
8,1,0,0.006761534139513969
9,1,1,0.008435411378741264
10,1,2,0.003099899273365736
11,1,3,0.0050505525432527065
12,1,4,0.005201886873692274
13,1,5,0.005768125876784325
14,1,6,0.005135143641382456
15,1,7,0.0052912053652107716
16,2,0,0.004655109252780676
17,2,1,0.0065881917253136635
18,2,2,0.00333247147500515
19,2,3,0.005196994636207819
20,2,4,0.005233988165855408
21,2,5,0.005814300384372473
22,2,6,0.00500298710539937
23,2,7,0.005341813899576664
24,3,0,0.004152686335146427
25,3,1,0.005039599258452654
26,3,2,0.00362384133040905
27,3,3,0.005349704530090094
28,3,4,0.0052663953974843025
29,3,5,0.0056019918993115425
30,3,6,0.004914150107651949
31,3,7,0.005313339177519083
32,4,0,0.004883325658738613
33,4,1,0.004829612094908953
34,4,2,0.004726416897028685
35,4,3,0.0059602633118629456
36,4,4,0.005356641486287117
37,4,5,0.00544471712782979
38,4,6,0.004757162649184465
39,4,7,0.00515728397294879
40,5,0,0.005578544456511736
41,5,1,0.004763406701385975
42,5,2,0.012381978332996368
43,5,3,0.0064666965045034885
44,5,4,0.005314191337674856
45,5,5,0.0055202883668243885
46,5,6,0.0050080218352377415
47,5,7,0.005157914943993092
48,6,0,0.005181904882192612
49,6,1,0.004300222732126713
50,6,2,0.027664555236697197
51,6,3,0.006762545555830002
52,6,4,0.005201421678066254
53,6,5,0.0052812667563557625
54,6,6,0.00507803400978446
55,6,7,0.005013203248381615
56,7,0,0.005180437117815018
57,7,1,0.0049810027703642845
58,7,2,0.26426029205322266
59,7,3,0.0072435494512319565
60,7,4,0.00523132411763072
61,7,5,0.0049996827729046345
62,7,6,0.005293489899486303
63,7,7,0.005006910301744938
64,8,0,0.00525469146668911
65,8,1,0.006194585468620062
66,8,2,0.4313805401325226
67,8,3,0.0071158441714942455
68,8,4,0.005236888770014048
69,8,5,0.005145121365785599
70,8,6,0.005374502390623093
71,8,7,0.004952938295900822
72,9,0,0.005228950176388025
73,9,1,0.006446484476327896
74,9,2,0.5067765712738037
75,9,3,0.0071996585465967655
76,9,4,0.005304836668074131
77,9,5,0.0052220262587070465
78,9,6,0.005451060365885496
79,9,7,0.004752608481794596
80,10,0,0.005202740430831909
81,10,1,0.00713726319372654
82,10,2,0.5264514684677124
83,10,3,0.007398612331598997
84,10,4,0.00532138766720891
85,10,5,0.005241773556917906
86,10,6,0.005459124688059092
87,10,7,0.00467696925625205
88,11,0,0.005174660589545965
89,11,1,0.007402786985039711
90,11,2,0.5342012047767639
91,11,3,0.0075492216274142265
92,11,4,0.005363868083804846
93,11,5,0.0052773975767195225
94,11,6,0.00533635588362813
95,11,7,0.004628059919923544
96,12,0,0.00520080141723156
97,12,1,0.0064634159207344055
98,12,2,0.5527752041816711
99,12,3,0.007444188464432955
100,12,4,0.005498113576322794
101,12,5,0.0053455461747944355
102,12,6,0.005253350827842951
103,12,7,0.004694167524576187
104,13,0,0.005195892881602049
105,13,1,0.00613684207201004
106,13,2,0.559808075428009
107,13,3,0.008408027701079845
108,13,4,0.005527798552066088
109,13,5,0.005574708804488182
110,13,6,0.005336124915629625
111,13,7,0.004708870779722929
112,14,0,0.005230084527283907
113,14,1,0.006400444079190493
114,14,2,0.5692720413208008
115,14,3,0.011692351661622524
116,14,4,0.005586846265941858
117,14,5,0.005670353304594755
118,14,6,0.005314104724675417
119,14,7,0.00489281490445137
120,15,0,0.005247185938060284
121,15,1,0.005954468157142401
122,15,2,0.5830190777778625
123,15,3,0.014503361657261848
124,15,4,0.005370241589844227
125,15,5,0.005805525928735733
126,15,6,0.005305994302034378
127,15,7,0.004832858685404062
128,16,0,0.0052558076567947865
129,16,1,0.006060057785362005
130,16,2,0.5865775346755981
131,16,3,0.02150454744696617
132,16,4,0.0053613330237567425
133,16,5,0.00628011766821146
134,16,6,0.0054033552296459675
135,16,7,0.004653449635952711
136,17,0,0.005299471318721771
137,17,1,0.005433239042758942
138,17,2,0.556265652179718
139,17,3,0.02692963369190693
140,17,4,0.005338538438081741
141,17,5,0.006246564444154501
142,17,6,0.005713905673474073
143,17,7,0.005355468951165676
144,18,0,0.005294605623930693
145,18,1,0.005138894077390432
146,18,2,0.5173214077949524
147,18,3,0.02613109163939953
148,18,4,0.0055846660397946835
149,18,5,0.006590981036424637
150,18,6,0.006640658713877201
151,18,7,0.0065832557156682014
152,19,0,0.0052617802284657955
153,19,1,0.0045804306864738464
154,19,2,0.4785686731338501
155,19,3,0.023814059793949127
156,19,4,0.005810939706861973
157,19,5,0.006738998927175999
158,19,6,0.006747113075107336
159,19,7,0.00810052827000618
160,20,0,0.005280158016830683
161,20,1,0.004330214578658342
162,20,2,0.4193578064441681
163,20,3,0.017906447872519493
164,20,4,0.005563771352171898
165,20,5,0.0071849157102406025
166,20,6,0.007228609640151262
167,20,7,0.00999141950160265
168,21,0,0.005265329498797655
169,21,1,0.004447696730494499
170,21,2,0.38063108921051025
171,21,3,0.019961191341280937
172,21,4,0.005689359735697508
173,21,5,0.007042435929179192
174,21,6,0.007405306212604046
175,21,7,0.01160669606178999
176,22,0,0.005286100786179304
177,22,1,0.00431198813021183
178,22,2,0.34876352548599243
179,22,3,0.021245844662189484
180,22,4,0.005521909799426794
181,22,5,0.006820619106292725
182,22,6,0.006692847236990929
183,22,7,0.01453484408557415
184,23,0,0.005340362433344126
185,23,1,0.004115298390388489
186,23,2,0.37023910880088806
187,23,3,0.019966037943959236
188,23,4,0.005739826709032059
189,23,5,0.0071116164326667786
190,23,6,0.006538709159940481
191,23,7,0.016411814838647842
192,24,0,0.005332445725798607
193,24,1,0.004286398645490408
194,24,2,0.33730024099349976
195,24,3,0.020101161673665047
196,24,4,0.005969413090497255
197,24,5,0.007323668338358402
198,24,6,0.006800343748182058
199,24,7,0.02296193689107895
200,25,0,0.005363974254578352
